driver_id,speed_kmh_mean,speed_kmh_std,speed_kmh_max,hard_brake_sum,harsh_accel_sum,is_night_mean,timestamp_<lambda>,trips_per_day_est,hard_brake_rate,harsh_accel_rate,risk_score
driver_0000,12.044955116696588,10.120804581269006,39.74,0,0,0.3662477558348294,1426.5316666666668,1.9508196721311477,0.0,0.0,0.05941689765894081
driver_0001,12.199472876151484,10.184137816253848,45.14,0,0,0.387410440122825,1419.5191666666667,1.9836065573770487,0.0,0.0,0.06434560798059842
driver_0002,12.852447968285432,9.82185322871017,39.8,0,0,0.3736372646184341,1418.502222222222,2.065573770491804,0.0,0.0,0.08219808033888688
driver_0003,11.894314159292035,10.08081519808108,42.53,0,0,0.4170353982300885,1432.3419444444444,1.901639344262295,0.0,0.0,0.05552117989742524
driver_0004,13.421077154308618,10.51409088127492,46.12,0,0,0.3261523046092184,1420.3755555555556,2.0327868852459017,0.0,0.0,0.09884525403281928
driver_0005,14.540196961170512,11.025205387942648,49.48,0,0,0.3308947664603264,1411.983888888889,1.836065573770492,0.0,0.0,0.12964460618144658
driver_0006,14.082561183836084,10.250556395662455,39.24,0,1,0.3363688104723961,1388.6280555555556,1.9672131147540983,0.0,0.0007201352413983,0.2560559304205037
driver_0007,12.836781376518218,11.202144435969904,51.89,1,0,0.3117408906882591,1419.4891666666667,1.786885245901639,0.0007044787825667,0.0,0.29364347732266244
driver_0008,13.210005807200927,10.202307138441284,44.37,0,0,0.367595818815331,1389.8075,2.0163934426229506,0.0,0.0,0.09262562887231189
driver_0009,12.448727008712488,11.192017618763302,59.97,0,0,0.3518877057115198,1412.3647222222223,2.081967213114754,0.0,0.0,0.07130171688694656
driver_0010,13.160026624068156,10.317936286686706,42.98,0,0,0.305111821086262,1424.8830555555555,1.9344262295081969,0.0,0.0,0.09146280214101406
driver_0011,11.909213051823416,9.68924561017382,40.09,0,0,0.3058221369161868,1418.9516666666666,1.7049180327868851,0.0,0.0,0.05561511150838723
driver_0012,12.45568697729988,10.089592409558458,45.62,1,0,0.3536439665471924,1408.5397222222225,1.8688524590163933,0.0007099551288637,0.0,0.28285530833525296
driver_0013,13.58419624217119,10.291496580194906,41.35,0,0,0.3444676409185804,1428.2316666666666,1.901639344262295,0.0,0.0,0.1033159818142114
driver_0014,11.507614525139664,8.88855295132377,37.76,0,0,0.3525139664804469,1411.1102777777778,2.0163934426229506,0.0,0.0,0.0443421356147041
driver_0015,14.889758015728978,10.620206587253184,50.09,0,0,0.4041137326073805,1426.4480555555556,1.9836065573770487,0.0,0.0,0.14253384075702616
driver_0016,12.315060975609756,10.043852948869407,44.83,1,0,0.3975609756097561,1430.9477777777777,1.836065573770492,0.0006988375226054,0.0,0.2790075121392948
driver_0017,11.39949773755656,10.409111822691528,42.36,0,0,0.3076923076923077,1431.736388888889,2.0,0.0,0.0,0.04149081498211047
driver_0018,11.788990075890252,9.792379885788158,47.54,0,0,0.336835960303561,1418.743333333333,2.065573770491804,0.0,0.0,0.0520681777082547
driver_0019,12.12375458835868,9.398535649741866,40.69,0,0,0.2092291557420031,1429.0366666666666,1.9180327868852456,0.0,0.0,0.062161420834269586
driver_0020,12.911236897274632,10.101018402838116,43.15,0,0,0.3249475890985325,1429.7022222222222,2.065573770491804,0.0,0.0,0.08474485779059668
driver_0021,14.20733574754268,10.72333526195655,46.98,0,0,0.2793585100879462,1410.1772222222223,2.0327868852459017,0.0,0.0,0.12050225375194547
driver_0022,11.210505263157897,9.812955551445343,39.63,0,0,0.3642105263157895,1430.3461111111112,1.901639344262295,0.0,0.0,0.0369337795469496
driver_0023,12.023750668806848,11.053117803287304,43.3,0,0,0.3424291064740503,1425.7175,1.9672131147540983,0.0,0.0,0.058806572130851595
driver_0024,13.002550911039656,11.112248558243948,59.59,0,0,0.4496248660235798,1424.6319444444443,1.9180327868852456,0.0,0.0,0.08709023562658647
driver_0025,14.253641563393709,10.790245461920486,43.03,1,0,0.3360343183984747,1426.6858333333332,2.1639344262295084,0.0007009251628044,0.0,0.33385742610894403
driver_0026,12.00737507525587,8.954042580159323,40.47,2,0,0.2570740517760385,1420.7858333333334,2.0163934426229506,0.0014076716934231,0.0,0.4819290737244825
driver_0027,13.79331969608416,11.556195041058045,50.55,1,0,0.3758036236119229,1429.559166666667,1.9508196721311477,0.000699516342742,0.0,0.3209504500207856
driver_0028,15.471717990275527,10.178209711870048,43.47,1,0,0.4224743381955699,1425.5227777777775,2.1475409836065573,0.0007014970336418,0.0,0.36746405104167146
driver_0029,13.977754070746771,10.94108193138926,53.27,0,0,0.446378439079169,1408.6725,2.1475409836065573,0.0,0.0,0.11446713500805798
driver_0030,12.021290165530672,10.115401934605336,48.68,0,0,0.4230769230769231,1413.045,1.9672131147540983,0.0,0.0,0.05849813694983716
driver_0031,12.757462099943853,10.67138355257796,43.53,2,0,0.3323975294778215,1426.1858333333332,2.0491803278688523,0.001402341793934,0.0,0.5028273942343092
driver_0032,15.504550027948577,11.524940059697776,67.1,1,0,0.383454443823365,1433.3405555555555,2.1639344262295084,0.0006976709032086,0.0,0.3683467692176155
driver_0033,12.338915492957746,9.942468271917576,41.47,0,0,0.2460093896713615,1433.4297222222222,2.065573770491804,0.0,0.0,0.06860849020241014
driver_0034,12.572186186186183,9.816582413947994,40.58,0,0,0.4342342342342342,1392.2272222222225,1.7704918032786885,0.0,0.0,0.07462234704923003
driver_0035,13.419700934579438,9.701290471799856,40.18,0,0,0.3121495327102804,1397.1977777777777,2.0,0.0,0.0,0.09873280522898523
driver_0036,12.44929874572406,10.225235358047826,45.42,0,0,0.4042189281641961,1421.6894444444445,1.8032786885245904,0.0,0.0,0.07141517945988447
driver_0037,12.81688660801564,10.092300482578622,46.57,0,0,0.2570869990224829,1415.328611111111,2.262295081967213,0.0,0.0,0.08135307346112458
driver_0038,11.875425038639875,9.121864137751652,43.94,0,0,0.3343637300360639,1410.3758333333333,2.0,0.0,0.0,0.055207000449627334
driver_0039,13.227976629766298,10.31282712094654,50.85,0,1,0.3265682656826568,1433.435277777778,1.901639344262295,0.0,0.0006976248007166,0.2406595735495963
driver_0040,15.90284638554217,11.911538386826056,63.11,0,0,0.3795180722891566,1427.878333333333,2.0491803278688523,0.0,0.0,0.16068273254449777
driver_0041,12.441144090663787,10.447205258748744,42.53,1,0,0.277927684835402,1423.39,2.1639344262295084,0.0007025481421114,0.0,0.28249677057268735
driver_0042,13.228598028477546,9.732641675239266,38.7,1,0,0.3389923329682366,1438.1802777777775,2.1639344262295084,0.0006953231214831,0.0,0.30657958758994475
driver_0043,10.886070967741936,9.498284081796612,34.32,1,0,0.3935483870967742,1427.4744444444443,1.639344262295082,0.0007005379352967,0.0,0.23588413735427288
driver_0044,12.219557213930347,9.709492927792027,41.5,0,0,0.3169154228855721,1429.855,2.1311475409836067,0.0,0.0,0.06466213502939157
driver_0045,11.859205387205384,9.766509357418464,39.85,0,1,0.2855218855218855,1424.3983333333333,1.8852459016393444,0.0,0.0007020508074169,0.1969780796462295
driver_0046,15.29869795109055,10.309386722139012,45.71,1,0,0.3079973562458691,1420.1630555555555,2.0163934426229506,0.0007041444967097,0.0,0.36299438803876954
driver_0047,13.777786144578313,10.766286347491018,49.91,0,0,0.3338353413654618,1424.981388888889,2.081967213114754,0.0,0.0,0.10897706946811256
driver_0048,11.641562320505455,9.719615773071611,46.32,0,0,0.4348075818495118,1404.6352777777777,1.8688524590163933,0.0,0.0,0.04870853321326468
driver_0049,12.39549898167006,10.232218658769728,40.92,0,0,0.3856076035302104,1428.6647222222225,1.8852459016393444,0.0,0.0,0.06999593431457969
driver_0050,13.921991125901275,9.284794508996027,37.36,1,0,0.2678868552412645,1433.4602777777775,2.114754098360656,0.0006976126339198,0.0,0.32454981225668916
driver_0051,13.932544,10.329554405603067,49.45,0,1,0.2624,1413.2594444444444,1.9180327868852456,0.0,0.0007075841622223,0.2557715068756741
driver_0052,12.734403470715836,10.44606691903462,45.27,1,0,0.4078091106290672,1433.9919444444445,2.0491803278688523,0.0006973539871504,0.0,0.2911156000080311
driver_0053,13.23966750313676,11.021583838540025,52.26,1,0,0.335633626097867,1418.2430555555557,1.9344262295081969,0.0007050977588663,0.0,0.3052353830951276
driver_0054,13.675221825599184,9.807389730752536,44.83,2,0,0.2835288118306986,1430.5916666666667,1.9508196721311477,0.0013980229625271,0.0,0.5291329654521815
driver_0055,13.720041916167665,9.73452433909782,45.86,0,0,0.3760479041916167,1400.8052777777775,2.1311475409836067,0.0,0.0,0.10638519087044095
driver_0056,12.811048109965636,10.56203064997347,47.78,2,0,0.2760595647193585,1419.4066666666668,1.901639344262295,0.0014090394578016,0.0,0.5035548373741939
driver_0057,10.107710251688152,9.830484226241486,44.08,0,0,0.340085942295887,1416.9825,1.852459016393443,0.0,0.0,0.007268934770719536
driver_0058,12.27846944294213,10.193623876320189,45.85,0,0,0.292590589507842,1426.1030555555556,2.0,0.0,0.0,0.06647217411364152
driver_0059,13.0235469667319,10.303348366415246,42.39,1,0,0.3326810176125244,1422.7872222222222,2.098360655737705,0.0007028457835305,0.0,0.29903086913520377
driver_0060,14.358933486238532,10.490855942886238,41.96,1,0,0.3325688073394495,1407.6475,2.0491803278688523,0.0007104051262833,0.0,0.3363473905482246
driver_0061,13.169468457943928,10.956503856078998,54.11,1,0,0.3831775700934579,1432.26,1.8852459016393444,0.0006981972546883,0.0,0.30390516856937266
driver_0062,13.797228694052729,10.331224144076614,40.78,0,0,0.3016554261189454,1417.1719444444443,2.0,0.0,0.0,0.10931722431900592
driver_0063,12.010876089060988,9.71200248698263,45.12,1,0,0.3373668925459825,1426.0538888888889,2.0491803278688523,0.0007012357722183,0.0,0.27043086742265027
driver_0064,11.35512909632572,9.403696526043213,35.77,0,0,0.3068520357497517,1410.1538888888888,2.0327868852459017,0.0,0.0,0.04035777704076111
driver_0065,12.519236311239192,11.038880238833618,53.08,0,0,0.3496637848222862,1415.1052777777777,2.065573770491804,0.0,0.0,0.07321709619941004
driver_0066,12.110873015873016,9.620204450392924,41.09,0,0,0.3571428571428571,1419.23,1.9836065573770487,0.0,0.0,0.06211785173563864
driver_0067,12.68204833141542,10.006534333401266,41.21,1,0,0.2686996547756041,1408.92,1.9344262295081969,0.0007097635067995,0.0,0.289514892560645
driver_0068,12.50226051401869,10.35942649619686,37.48,0,0,0.3382009345794392,1390.846388888889,1.7540983606557377,0.0,0.0,0.07288428024122652
driver_0069,12.988845510317905,9.764749983947302,46.64,0,0,0.2576687116564417,1419.3558333333333,1.9180327868852456,0.0,0.0,0.08655450493511792
driver_0070,10.989507918552036,9.309130485562052,50.2,0,1,0.4117647058823529,1435.151388888889,1.819672131147541,0.0,0.0006967906018432,0.2075350412807194
driver_0071,12.642537399309552,10.377655392202175,48.09,2,0,0.360759493670886,1432.7080555555556,1.9672131147540983,0.0013959578102773,0.0,0.49973815640501507
driver_0072,13.625125786163522,9.713417511428048,41.56,1,0,0.3383647798742138,1420.5347222222222,1.8032786885245904,0.0007039602653539,0.0,0.3176950575916371
driver_0073,12.436432009626955,10.256686139343335,45.5,0,0,0.2827918170878459,1419.305833333333,1.8852459016393444,0.0,0.0,0.07095595132653483
driver_0074,14.29670056497175,9.608931029478862,41.98,1,0,0.3553672316384181,1420.9602777777775,1.9344262295081969,0.000703749440177,0.0,0.335040583384993
driver_0075,12.07687898089172,9.383857934940863,39.04,0,0,0.3312101910828025,1428.3719444444444,1.901639344262295,0.0,0.0,0.06157388731620397
driver_0076,13.695991066443328,11.826075885383432,63.94,0,0,0.3735343383584589,1432.8855555555556,1.9836065573770487,0.0,0.0,0.10750156634981595
driver_0077,12.32386617100372,9.98634854534536,44.2,0,0,0.3866171003717472,1433.0336111111112,1.836065573770492,0.0,0.0,0.06729760595948092
driver_0078,11.960839793281654,9.849912986870148,46.77,0,0,0.4147286821705426,1420.6041666666667,1.8032786885245904,0.0,0.0,0.05740502366527475
driver_0079,11.84168995342648,9.72219407994109,45.68,0,0,0.3107119095143047,1428.8761111111112,1.7540983606557377,0.0,0.0,0.054319550060847356
driver_0080,13.244634974533108,9.91934283374816,40.22,1,0,0.3203169213355971,1428.6816666666666,1.9672131147540983,0.0006999459875012,0.0,0.3052242895572423
driver_0081,15.248751592356689,11.89332076729969,48.92,1,0,0.329936305732484,1427.435,1.9344262295081969,0.0007005572933268,0.0,0.362284145366109
driver_0082,11.882744498777503,9.936288201720268,37.54,0,0,0.2420537897310513,1406.1861111111111,1.9672131147540983,0.0,0.0,0.05515390589968559
driver_0083,14.04123880597015,10.872600966406356,48.52,0,0,0.3039800995024875,1420.3941666666667,1.819672131147541,0.0,0.0,0.11588982173668112
driver_0084,13.763949082297218,9.532886615672282,40.61,0,1,0.3753700414446418,1428.4263888888888,1.852459016393443,0.0,0.0007000710766606,0.25270171995035473
driver_0085,13.490826484018264,10.745046309519797,47.08,2,2,0.4214611872146119,1437.861388888889,2.2459016393442623,0.0013909546604805,0.0013909546604805,0.6974961159676007
driver_0086,11.75220640569395,9.884118214271409,38.9,0,0,0.3309608540925267,1429.6663888888888,1.7377049180327868,0.0,0.0,0.05129352260404497
driver_0087,12.835348973607038,10.846131545106594,51.22,0,1,0.3882697947214076,1428.5555555555557,2.0,0.0,0.0007000077778641,0.22784092769613845
driver_0088,13.002486969471333,9.966933037201027,51.71,2,0,0.3521965748324646,1430.602777777778,1.7704918032786885,0.0013980121044548,0.0,0.512451861513536
driver_0089,11.50874114441417,9.864936667770843,45.12,0,0,0.2485013623978201,1423.246388888889,1.9672131147540983,0.0,0.0,0.044441756077705286
driver_0090,13.196869158878505,9.894235478258826,38.01,0,0,0.2897196261682243,1429.9083333333333,2.1475409836065573,0.0,0.0,0.09223449681078971
driver_0091,12.367873531057638,10.629283409541118,48.03,0,0,0.3038612199216564,1428.7613888888889,2.081967213114754,0.0,0.0,0.06880658724014739
driver_0092,15.354,11.72086222919601,58.9,4,0,0.2853503184713375,1400.1591666666666,1.901639344262295,0.0028568180641367,0.0,0.9427771032308683
driver_0093,12.767759882869692,11.283277410833056,50.54,3,0,0.2869692532942899,1409.4019444444446,1.901639344262295,0.0021285624103367,0.0,0.7266190042171893
driver_0094,10.51991660875608,8.94978724038274,34.81,0,0,0.3113273106323836,1420.3183333333334,1.6721311475409837,0.0,0.0,0.01615919688251759
driver_0095,13.816679389312975,9.543963172842348,38.69,0,0,0.2374045801526717,1419.0447222222222,1.836065573770492,0.0,0.0,0.10969173138737866
driver_0096,12.274344827586209,10.543633475873014,44.55,1,0,0.3132183908045977,1405.0427777777777,2.081967213114754,0.0007117221025694,0.0,0.2780718218292784
driver_0097,14.193360824742268,10.559429629618537,49.39,1,0,0.2714776632302405,1423.595,1.7704918032786885,0.000702446974034,0.0,0.33286737980243764
driver_0098,11.87728317659352,10.116856094977386,48.69,0,0,0.3955067920585162,1425.9008333333334,2.19672131147541,0.0,0.0,0.0550131969059997
driver_0099,13.157527322404372,11.358519100261091,53.63,2,0,0.2766393442622951,1415.1330555555555,1.6885245901639343,0.0014132946666381,0.0,0.514798110536672
driver_0100,15.211815856777491,11.472870434865191,48.71,0,0,0.2445012787723785,1415.7425,2.081967213114754,0.0,0.0,0.14741057118566864
driver_0101,13.810600475624256,10.876599900598158,44.34,1,0,0.2936979785969084,1421.1230555555555,2.0327868852459017,0.0007036688315559,0.0,0.3215932588789378
driver_0102,14.021271379703537,11.19433856954473,45.73,0,0,0.4076396807297605,1412.4027777777778,1.7049180327868851,0.0,0.0,0.11561517205137381
driver_0103,15.28132953957579,12.147806844019556,52.68,0,0,0.3828246249353337,1410.24,1.9836065573770487,0.0,0.0,0.15151338347764517
driver_0104,15.76678078078078,10.992843819110744,52.45,1,0,0.3471471471471472,1410.8358333333333,1.9836065573770487,0.0007087996890732,0.0,0.3668497859170063
